lake_id,lake_name,district
LID 1,Onoke,Wellington (Wellington)
LID 3,Kohangapiripiri,Wellington (Wellington)
LID 4,Kohangatera,Wellington (Wellington)
LID 6,Karori Reservoir Lower,Wellington (Wellington)
LID 7,Karori Reservoir Upper,Wellington (Wellington)
LID 8,NA,Wellington (Wellington)
LID 47,Whitby Lake,Wellington (Wellington)
LID 70,NA,Wellington (Wellington)
LID 113,NA,Wellington (Wellington)
LID 119,NA,Wellington (Wellington)
LID 195,Nganoke,Wellington (Wellington)
LID 229,Pounui,Wellington (Wellington)
LID 298,NA,Masterton (Wellington)
LID 299,NA,Masterton (Wellington)
LID 300,NA,Masterton (Wellington)
LID 301,NA,Masterton (Wellington)
LID 325,Horseshoe Lagoon,Masterton (Wellington)
LID 332,NA,Masterton (Wellington)
LID 337,NA,Masterton (Wellington)
LID 338,NA,Masterton (Wellington)
LID 345,NA,Masterton (Wellington)
LID 349,NA,Masterton (Wellington)
LID 352,NA,Masterton (Wellington)
LID 380,Lake of Remembrance,Masterton (Wellington)
LID 381,Henley Lake,Masterton (Wellington)
LID 402,NA,Masterton (Wellington)
LID 465,NA,Masterton (Wellington)
LID 468,NA,Masterton (Wellington)
LID 476,Tokomaru No 3 Reservoir,Masterton (Wellington)
LID 477,NA,Masterton (Wellington)
LID 484,NA,Masterton (Wellington)
LID 491,NA,Masterton (Wellington)
LID 501,NA,Wellington (Wellington)
LID 505,NA,Wellington (Wellington)
LID 506,NA,Wellington (Wellington)
LID 507,NA,Wellington (Wellington)
LID 508,NA,Wellington (Wellington)
LID 509,NA,Wellington (Wellington)
LID 511,NA,Wellington (Wellington)
LID 512,NA,Wellington (Wellington)
LID 515,Boggy Pond Lagoon,Wellington (Wellington)
LID 524,NA,Masterton (Wellington)
LID 583,NA,Masterton (Wellington)
LID 656,NA,Wellington (Wellington)
LID 664,NA,Wellington (Wellington)
LID 667,NA,Wellington (Wellington)
LID 671,NA,Masterton (Wellington)
LID 672,NA,Masterton (Wellington)
LID 690,NA,Masterton (Wellington)
LID 791,NA,Masterton (Wellington)
LID 831,Waitawa,Masterton (Wellington)
LID 841,Waiorongomai,Masterton (Wellington)
LID 843,Huritini,Masterton (Wellington)
LID 847,Kopureherehere,Masterton (Wellington)
LID 855,NA,Masterton (Wellington)
LID 856,NA,Masterton (Wellington)
LID 869,NA,Whanganui (Manawatu-Whanganui)
LID 870,NA,Whanganui (Manawatu-Whanganui)
LID 871,NA,Whanganui (Manawatu-Whanganui)
LID 877,NA,Masterton (Wellington)
LID 885,NA,Masterton (Wellington)
LID 886,NA,Masterton (Wellington)
LID 1416,NA,Masterton (Wellington)
LID 1420,NA,Masterton (Wellington)
LID 1491,Pinders Pond,Gore (Southland)
LID 1492,NA,Gore (Southland)
LID 1509,NA,Gore (Southland)
LID 1548,NA,Gore (Southland)
LID 1553,Lake Onslow,Dunedin (Otago)
LID 1566,NA,Dunedin (Otago)
LID 1682,NA,Masterton (Wellington)
LID 1708,Wairarapa,Wellington (Wellington)
LID 1717,NA,Wellington (Wellington)
LID 1720,NA,Wellington (Wellington)
LID 1721,NA,Masterton (Wellington)
LID 1726,NA,Masterton (Wellington)
LID 1729,NA,Masterton (Wellington)
LID 1730,NA,Masterton (Wellington)
LID 1731,NA,Masterton (Wellington)
LID 1735,NA,Masterton (Wellington)
LID 1738,NA,Masterton (Wellington)
LID 1739,NA,Masterton (Wellington)
LID 1742,NA,Masterton (Wellington)
LID 1744,NA,Masterton (Wellington)
LID 1814,NA,Masterton (Wellington)
LID 1868,NA,Masterton (Wellington)
LID 1957,NA,Masterton (Wellington)
LID 1962,NA,Masterton (Wellington)
LID 1972,NA,Masterton (Wellington)
LID 1974,Papaitonga,Masterton (Wellington)
LID 1978,NA,Masterton (Wellington)
LID 1992,NA,Masterton (Wellington)
LID 1993,NA,Masterton (Wellington)
LID 2069,NA,Masterton (Wellington)
LID 2073,NA,Masterton (Wellington)
LID 2078,NA,Masterton (Wellington)
LID 2106,NA,Masterton (Wellington)
LID 2137,NA,Masterton (Wellington)
LID 2165,NA,Masterton (Wellington)
LID 2199,Manly St Lagoon,Wellington (Wellington)
LID 2205,NA,Wellington (Wellington)
LID 2206,NA,Wellington (Wellington)
LID 2366,NA,Masterton (Wellington)
LID 2409,NA,Masterton (Wellington)
LID 2446,NA,Masterton (Wellington)
LID 2549,Kourarau Dam,Masterton (Wellington)
LID 2578,NA,Masterton (Wellington)
LID 2591,NA,Masterton (Wellington)
LID 2612,NA,Masterton (Wellington)
LID 2640,NA,Masterton (Wellington)
LID 2684,NA,Masterton (Wellington)
LID 2690,NA,Masterton (Wellington)
LID 2718,NA,Masterton (Wellington)
LID 2738,NA,Masterton (Wellington)
LID 2836,NA,Masterton (Wellington)
LID 2863,NA,Masterton (Wellington)
LID 2868,NA,Masterton (Wellington)
LID 2923,NA,Masterton (Wellington)
LID 3007,NA,Masterton (Wellington)
LID 3028,NA,Masterton (Wellington)
LID 3129,NA,Masterton (Wellington)
LID 3146,NA,Masterton (Wellington)
LID 3221,NA,Masterton (Wellington)
LID 3689,NA,Masterton (Wellington)
LID 3694,NA,Masterton (Wellington)
LID 3704,NA,Masterton (Wellington)
LID 3708,NA,Masterton (Wellington)
LID 3905,NA,Masterton (Wellington)
LID 4278,Okupe,Wellington (Wellington)
LID 4290,NA,Masterton (Wellington)
LID 4342,Mangahao Upper No 1 Reservior,Masterton (Wellington)
LID 4343,Mangahao Lower No 2 Reservoir,Masterton (Wellington)
LID 4345,Horowhenua,Masterton (Wellington)
LID 4358,NA,Masterton (Wellington)
LID 4362,NA,Masterton (Wellington)
LID 4365,NA,Masterton (Wellington)
LID 4380,NA,Whanganui (Manawatu-Whanganui)
LID 4381,NA,Whanganui (Manawatu-Whanganui)
LID 4401,NA,Masterton (Wellington)
LID 4435,NA,Masterton (Wellington)
LID 4436,NA,Masterton (Wellington)
LID 4442,NA,Masterton (Wellington)
LID 4443,NA,Masterton (Wellington)
LID 4444,NA,Masterton (Wellington)
LID 4447,NA,Masterton (Wellington)
LID 4448,NA,Masterton (Wellington)
LID 4451,NA,Masterton (Wellington)
LID 4452,NA,Masterton (Wellington)
LID 4467,NA,Masterton (Wellington)
LID 4484,NA,Whanganui (Manawatu-Whanganui)
LID 4486,NA,Whanganui (Manawatu-Whanganui)
LID 4493,NA,Masterton (Wellington)
LID 4506,NA,Dannevirke (Manawatu-Whanganui)
LID 4509,Karere,Dannevirke (Manawatu-Whanganui)
LID 4513,NA,Masterton (Wellington)
LID 4521,NA,Masterton (Wellington)
LID 4554,NA,Masterton (Wellington)
LID 4556,NA,Masterton (Wellington)
LID 4560,NA,Masterton (Wellington)
LID 4670,NA,Masterton (Wellington)
LID 4684,NA,Masterton (Wellington)
LID 4747,NA,Masterton (Wellington)
LID 4911,NA,Dannevirke (Manawatu-Whanganui)
LID 4913,NA,Dannevirke (Manawatu-Whanganui)
LID 4915,NA,Dannevirke (Manawatu-Whanganui)
LID 4917,NA,Dannevirke (Manawatu-Whanganui)
LID 4922,NA,Dannevirke (Manawatu-Whanganui)
LID 4925,Turitea Dams W,Dannevirke (Manawatu-Whanganui)
LID 4926,Turitea Dams E,Dannevirke (Manawatu-Whanganui)
LID 4968,NA,Dannevirke (Manawatu-Whanganui)
LID 5007,NA,Whanganui (Manawatu-Whanganui)
LID 5008,Koputara,Whanganui (Manawatu-Whanganui)
LID 5014,Kaikokopu,Whanganui (Manawatu-Whanganui)
LID 5042,Pukepuke,Whanganui (Manawatu-Whanganui)
LID 5045,NA,Whanganui (Manawatu-Whanganui)
LID 5049,NA,Dannevirke (Manawatu-Whanganui)
LID 5054,NA,Dannevirke (Manawatu-Whanganui)
LID 5068,NA,Dannevirke (Manawatu-Whanganui)
LID 5146,NA,Dannevirke (Manawatu-Whanganui)
LID 5217,NA,Dunedin (Otago)
LID 5223,NA,Dunedin (Otago)
LID 5232,NA,Dunedin (Otago)
LID 5233,NA,Dunedin (Otago)
LID 5241,NA,Dunedin (Otago)
LID 5249,NA,Dunedin (Otago)
LID 5264,NA,Dunedin (Otago)
LID 5272,NA,Dunedin (Otago)
LID 5306,Omanuka,Whanganui (Manawatu-Whanganui)
LID 5313,NA,Whanganui (Manawatu-Whanganui)
LID 5316,NA,Whanganui (Manawatu-Whanganui)
LID 5321,NA,Whanganui (Manawatu-Whanganui)
LID 5340,NA,Dannevirke (Manawatu-Whanganui)
LID 5341,NA,Dannevirke (Manawatu-Whanganui)
LID 5363,Hokowhitu,Dannevirke (Manawatu-Whanganui)
LID 5397,NA,Dannevirke (Manawatu-Whanganui)
LID 5411,NA,Dannevirke (Manawatu-Whanganui)
LID 5446,NA,Masterton (Wellington)
LID 5492,NA,Dannevirke (Manawatu-Whanganui)
LID 5610,NA,Dannevirke (Manawatu-Whanganui)
LID 5661,NA,Dannevirke (Manawatu-Whanganui)
LID 5831,NA,Dannevirke (Manawatu-Whanganui)
LID 5946,NA,Dannevirke (Manawatu-Whanganui)
LID 5955,Rotoataha,Dannevirke (Manawatu-Whanganui)
LID 5970,NA,Dannevirke (Manawatu-Whanganui)
LID 6112,NA,Tara Hills (Canterbury)
LID 6132,NA,Dunedin (Otago)
LID 6299,NA,Dannevirke (Manawatu-Whanganui)
LID 6394,NA,Gore (Southland)
LID 6396,NA,Gore (Southland)
LID 6413,NA,Gore (Southland)
LID 6757,NA,Dunedin (Otago)
LID 6867,NA,Tara Hills (Canterbury)
LID 6870,NA,Tara Hills (Canterbury)
LID 6885,NA,Tara Hills (Canterbury)
LID 6886,NA,Tara Hills (Canterbury)
LID 6914,Blue Lake,Tara Hills (Canterbury)
LID 6926,NA,Tara Hills (Canterbury)
LID 6937,NA,Dunedin (Otago)
LID 6957,NA,Dunedin (Otago)
LID 6964,NA,Taumarunui (Manawatu-Whanganui)
LID 7001,NA,Dunedin (Otago)
LID 7004,NA,Dunedin (Otago)
LID 7012,NA,Dunedin (Otago)
LID 7015,NA,Dunedin (Otago)
LID 7031,NA,Dunedin (Otago)
LID 7034,NA,Dunedin (Otago)
LID 7113,NA,Dunedin (Otago)
LID 7123,NA,Dunedin (Otago)
LID 7203,NA,Dunedin (Otago)
LID 7219,Salt Lake,Dunedin (Otago)
LID 7222,NA,Dunedin (Otago)
LID 7223,NA,Dunedin (Otago)
LID 7256,NA,Dunedin (Otago)
LID 7289,NA,Dunedin (Otago)
LID 7366,NA,Tara Hills (Canterbury)
LID 7370,NA,Tara Hills (Canterbury)
LID 7372,NA,Tara Hills (Canterbury)
LID 7378,NA,Tara Hills (Canterbury)
LID 7382,NA,Tara Hills (Canterbury)
LID 7386,NA,Tara Hills (Canterbury)
LID 7388,NA,Tara Hills (Canterbury)
LID 7408,Lake Aviemore,Tara Hills (Canterbury)
LID 7409,Lake Benmore,Tara Hills (Canterbury)
LID 7415,NA,Tara Hills (Canterbury)
LID 7416,NA,Tara Hills (Canterbury)
LID 7417,NA,Tara Hills (Canterbury)
LID 7445,Rotokawau,New Plymouth (Taranaki)
LID 7506,Rotorangi,New Plymouth (Taranaki)
LID 7512,Rotokare,New Plymouth (Taranaki)
LID 7537,NA,Waiouru (Manawatu-Whanganui)
LID 7549,NA,Dannevirke (Manawatu-Whanganui)
LID 7604,NA,Dunedin (Otago)
LID 7605,NA,Dunedin (Otago)
LID 7633,Lake Roxburgh,Queenstown (Otago)
LID 7640,NA,Queenstown (Otago)
LID 7657,Greenland Reservoir,Queenstown (Otago)
LID 7660,Manorburn Reservoir,Queenstown (Otago)
LID 7683,NA,Queenstown (Otago)
LID 7688,Butchers Dam,Queenstown (Otago)
LID 7689,Conroys Dam,Queenstown (Otago)
LID 7725,NA,Queenstown (Otago)
LID 7730,NA,Queenstown (Otago)
LID 7738,NA,Queenstown (Otago)
LID 7748,Lower Manorburn Dam,Queenstown (Otago)
LID 7777,Poolburn Reservoir,Queenstown (Otago)
LID 7886,Moa Creek Reservoir,Queenstown (Otago)
LID 7900,NA,Queenstown (Otago)
LID 7901,Fraser Dam,Queenstown (Otago)
LID 7916,NA,Queenstown (Otago)
LID 7934,NA,Queenstown (Otago)
LID 7938,NA,Queenstown (Otago)
LID 7939,NA,Queenstown (Otago)
LID 7952,NA,Queenstown (Otago)
LID 7968,NA,Queenstown (Otago)
LID 8001,NA,Queenstown (Otago)
LID 8033,NA,Tara Hills (Canterbury)
LID 8104,NA,Tara Hills (Canterbury)
LID 8116,NA,Queenstown (Otago)
LID 8138,Lake Mckay,Queenstown (Otago)
LID 8142,NA,Queenstown (Otago)
LID 8158,NA,Dunedin (Otago)
LID 8262,NA,Dunedin (Otago)
LID 8265,NA,Hamilton (Waikato)
LID 8266,Lake Atkins,Hamilton (Waikato)
LID 8302,NA,Hamilton (Waikato)
LID 8442,NA,Tara Hills (Canterbury)
LID 8558,NA,Queenstown (Otago)
LID 8720,NA,Tara Hills (Canterbury)
LID 8724,NA,Tara Hills (Canterbury)
LID 8737,NA,Tara Hills (Canterbury)
LID 8745,NA,Tara Hills (Canterbury)
LID 8816,NA,Dunedin (Otago)
LID 8852,NA,Dunedin (Otago)
LID 8860,NA,Dunedin (Otago)
LID 8884,NA,Dunedin (Otago)
LID 8889,NA,Dunedin (Otago)
LID 8890,NA,Dunedin (Otago)
LID 8909,NA,Dunedin (Otago)
LID 8925,NA,Dunedin (Otago)
LID 8929,NA,Dunedin (Otago)
LID 8932,NA,Dunedin (Otago)
LID 9007,NA,Dunedin (Otago)
LID 9071,NA,Dunedin (Otago)
LID 9072,NA,Dunedin (Otago)
LID 9073,NA,Dunedin (Otago)
LID 9100,NA,Dunedin (Otago)
LID 9101,NA,Dunedin (Otago)
LID 9116,NA,Dunedin (Otago)
LID 9185,NA,Dunedin (Otago)
LID 9224,NA,Tara Hills (Canterbury)
LID 9264,NA,Dunedin (Otago)
LID 9285,NA,Dunedin (Otago)
LID 9317,NA,Tara Hills (Canterbury)
LID 9323,NA,Tara Hills (Canterbury)
LID 9334,NA,Tara Hills (Canterbury)
LID 9354,NA,Tara Hills (Canterbury)
LID 9412,NA,Dunedin (Otago)
LID 9416,NA,Dunedin (Otago)
LID 9460,NA,Dunedin (Otago)
LID 9489,NA,Dunedin (Otago)
LID 9547,NA,Tara Hills (Canterbury)
LID 9602,NA,Tara Hills (Canterbury)
LID 9645,NA,Tara Hills (Canterbury)
LID 9959,NA,Tara Hills (Canterbury)
LID 10097,NA,Tara Hills (Canterbury)
LID 10124,NA,Tara Hills (Canterbury)
LID 10174,NA,Tara Hills (Canterbury)
LID 10250,NA,Tara Hills (Canterbury)
LID 10407,NA,Tara Hills (Canterbury)
LID 10418,NA,Tara Hills (Canterbury)
LID 10419,NA,Tara Hills (Canterbury)
LID 10425,NA,Tara Hills (Canterbury)
LID 10431,NA,Tara Hills (Canterbury)
LID 10466,NA,Tara Hills (Canterbury)
LID 10469,NA,Tara Hills (Canterbury)
LID 10588,NA,Tara Hills (Canterbury)
LID 10605,NA,Tara Hills (Canterbury)
LID 10706,NA,Tara Hills (Canterbury)
LID 10718,NA,Tara Hills (Canterbury)
LID 11021,NA,Tara Hills (Canterbury)
LID 11030,NA,Tara Hills (Canterbury)
LID 11032,NA,Tara Hills (Canterbury)
LID 11080,NA,Rotorua (Bay of Plenty)
LID 11084,Orotu,Rotorua (Bay of Plenty)
LID 11096,NA,Hamilton (Waikato)
LID 11120,NA,Rotorua (Bay of Plenty)
LID 11132,Rotokawa,Rotorua (Bay of Plenty)
LID 11133,Rotorua,Rotorua (Bay of Plenty)
LID 11138,Rotokawau,Rotorua (Bay of Plenty)
LID 11139,NA,Rotorua (Bay of Plenty)
LID 11146,NA,Rotorua (Bay of Plenty)
LID 11262,NA,Queenstown (Otago)
LID 11320,NA,Tara Hills (Canterbury)
LID 11361,NA,Tara Hills (Canterbury)
LID 11398,NA,Tara Hills (Canterbury)
LID 11427,NA,Tara Hills (Canterbury)
LID 11437,NA,Queenstown (Otago)
LID 11457,NA,Tara Hills (Canterbury)
LID 11458,NA,Tara Hills (Canterbury)
LID 11476,NA,Tara Hills (Canterbury)
LID 11479,NA,Tara Hills (Canterbury)
LID 11490,Idaburn Dam,Tara Hills (Canterbury)
LID 11555,NA,Tara Hills (Canterbury)
LID 11580,NA,Tara Hills (Canterbury)
LID 11581,NA,Tara Hills (Canterbury)
LID 11614,Falls Dam,Tara Hills (Canterbury)
LID 11616,NA,Tara Hills (Canterbury)
LID 11617,Coalpit Dam,Tara Hills (Canterbury)
LID 11618,Hoffmans Dam,Tara Hills (Canterbury)
LID 11620,West Eweburn Dam,Tara Hills (Canterbury)
LID 11622,NA,Tara Hills (Canterbury)
LID 11654,NA,Tara Hills (Canterbury)
LID 11656,NA,Tara Hills (Canterbury)
LID 11664,NA,Tara Hills (Canterbury)
LID 11689,NA,Tara Hills (Canterbury)
LID 11709,NA,Tara Hills (Canterbury)
LID 11739,NA,Tara Hills (Canterbury)
LID 11756,NA,Tara Hills (Canterbury)
LID 11789,NA,Tara Hills (Canterbury)
LID 11793,NA,Tara Hills (Canterbury)
LID 11797,NA,Tara Hills (Canterbury)
LID 11804,NA,Tara Hills (Canterbury)
LID 11811,NA,Tara Hills (Canterbury)
LID 11839,NA,Tara Hills (Canterbury)
LID 11841,NA,Tara Hills (Canterbury)
LID 11848,NA,Tara Hills (Canterbury)
LID 11853,NA,Tara Hills (Canterbury)
LID 11860,NA,Tara Hills (Canterbury)
LID 11862,NA,Tara Hills (Canterbury)
LID 11864,NA,Tara Hills (Canterbury)
LID 11865,NA,Tara Hills (Canterbury)
LID 11910,NA,Dunedin (Otago)
LID 11911,NA,Dunedin (Otago)
LID 11914,NA,Dunedin (Otago)
LID 11916,NA,Dunedin (Otago)
LID 11932,NA,Dunedin (Otago)
LID 11941,NA,Dunedin (Otago)
LID 11983,NA,Dunedin (Otago)
LID 12101,NA,Dunedin (Otago)
LID 12107,NA,Dunedin (Otago)
LID 12108,NA,Dunedin (Otago)
LID 12118,NA,Timaru (Canterbury)
LID 12211,NA,Timaru (Canterbury)
LID 12215,NA,Timaru (Canterbury)
LID 12216,NA,Timaru (Canterbury)
LID 12288,NA,Tara Hills (Canterbury)
LID 12307,Waitaki,Tara Hills (Canterbury)
LID 12311,NA,Tara Hills (Canterbury)
LID 12327,NA,Tara Hills (Canterbury)
LID 12349,NA,Timaru (Canterbury)
LID 12351,NA,Timaru (Canterbury)
LID 12393,NA,Timaru (Canterbury)
LID 12401,NA,Timaru (Canterbury)
LID 12405,NA,Timaru (Canterbury)
LID 12406,NA,Timaru (Canterbury)
LID 12416,NA,Timaru (Canterbury)
LID 12451,NA,Timaru (Canterbury)
LID 12455,NA,Timaru (Canterbury)
LID 12458,NA,Timaru (Canterbury)
LID 12466,NA,Timaru (Canterbury)
LID 12467,NA,Timaru (Canterbury)
LID 12469,Wainono,Timaru (Canterbury)
LID 12537,NA,Timaru (Canterbury)
LID 12540,NA,Timaru (Canterbury)
LID 12563,NA,Timaru (Canterbury)
LID 12575,NA,Timaru (Canterbury)
LID 12579,NA,Timaru (Canterbury)
LID 12585,NA,Hamilton (Waikato)
LID 12588,NA,Hamilton (Waikato)
LID 12591,Parangi,Hamilton (Waikato)
LID 12592,NA,Hamilton (Waikato)
LID 12670,NA,Timaru (Canterbury)
LID 12686,NA,Timaru (Canterbury)
LID 12690,Washdyke Lagoon,Timaru (Canterbury)
LID 12746,NA,Taumarunui (Manawatu-Whanganui)
LID 12778,NA,Taumarunui (Manawatu-Whanganui)
LID 12780,NA,Taumarunui (Manawatu-Whanganui)
LID 12820,NA,Hamilton (Waikato)
LID 12830,Harihari,Hamilton (Waikato)
LID 12831,Rototapu,Hamilton (Waikato)
LID 12872,Rotoroa,Hamilton (Waikato)
LID 12873,Numiti,Hamilton (Waikato)
LID 12876,Taharoa,Hamilton (Waikato)
LID 12984,NA,Taumarunui (Manawatu-Whanganui)
LID 12988,NA,Taumarunui (Manawatu-Whanganui)
LID 13017,NA,Taumarunui (Manawatu-Whanganui)
