LID,lat,MaxDepth,Catch_area,LakeAreaHa,LakeVolume,LakeElevat,SumWind,MeanWind,CatSlope,CatPhos,CatHard,lambda_dom_std,lambda_dom_median,lambda_dom_hidecile,purity_std,purity_median,chl_median,Name,TotalSUDensity,Prop_Dairy,PastureHeavy,Wetland,Forestry,PastureLight,Exotic,Native,Bare,Urban,Fetch_sqrt
46567,-44.0733673842601,17.4850999999999,4396657.2043464,1.04381,60836.7,550.0,3.22,2.64208,2.87,4.0,2.0,,,,,,, ,1.62388880104462,0.0,0.0,4.641247472,0.035679982,77.80757569,17.51549685,0.0,0.0,0.0,12.649110640673518
46580,-44.0099218137603,7.90109,130987.7075542,1.93163,50873.1,622.28,3.36,2.75052,0.97,3.0,2.0,,,,,,, ,1.44248963757694,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.491933384829668
46594,-44.0024050399264,8.11565,427836.3928017,3.79172,102574.0,747.26,3.63,3.10272,2.42,4.0,2.0,,,,,,,The Black Hole,1.08836955450742,0.0,71.21520248,20.95879974,0.638809119,1.778409424,0.0,5.40877923,0.0,0.0,21.447610589527216
46598,-44.0813312232132,17.9313,597519.0046393,3.83262,229079.0,614.89,3.36,2.79173,8.82,4.0,2.0,10.2115799568167,559.269708487514,571.657890555258,16.7223256397009,28.5557264594271,3.87874011825275, ,1.33302016690555,0.0,8.58322191,8.309796734,8.503222511,52.84279555,21.760963302,0.0,0.0,0.0,18.439088914585774
46602,-44.0687637181703,7.57112,1861104.1781397,1.79387,45272.0,672.34,3.35,2.78997,1.87,4.0,2.02,36.8746069727799,536.869315013495,572.256512516024,8.72215596045566,9.60951384117609,, ,1.67486585986859,0.0,95.32763402,0.0,0.8402636379999999,3.616316916,0.0,0.215785425,0.0,0.0,15.491933384829668
46604,-44.0720178783926,7.28124,231186.6103435,1.59846,38795.8,662.82,3.35,2.75833,1.36,4.0,2.0,,,,,,, ,1.33143028521392,0.0,0.0,15.52984074,0.0,49.81944382,34.65071544,0.0,0.0,0.0,15.811388300841896
46608,-44.0122872545963,16.9769,547715.0098515,6.14882,347959.0,816.41,3.63,3.08658,2.75,4.0,2.0,42.0433780225753,569.203421469497,572.975999548746,11.9092043812011,10.245131754477,15.1917457777019, ,1.43312632541955,0.0,0.0,11.50167901,0.0,88.49832099,0.0,0.0,0.0,0.0,22.58317958127243
46630,-43.8258585140804,27.6421999999999,2316932.5975801,5.61168,517064.0,1608.31,5.79,6.44595,36.01,1.86,2.48,43.783265980255,496.722053692948,572.480064292682,11.8667785062954,11.7323567246457,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.36237284,0.0,19.235384061671343
46632,-43.8229841312557,17.3866,16739690.9313344,8.15461,472603.0,1094.26,4.42,4.42861,28.48,1.76,2.34,,,,,,,Richardson Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.27990285,0.0,24.979991993593593
46635,-43.7707356162,27.6549,8413456.2912297,9.83367,906497.0,1133.88,4.61,4.65778,34.94,2.3,3.07,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48420183,0.0,30.331501776206203
46651,-43.8013507631569,27.6421999999999,663785.1727778,5.22392,481336.0,1889.15,5.58,6.06818,23.66,3.0,4.0,37.5875752739184,493.033051616206,571.327280768589,17.4017498650335,25.1013367078606,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.95602032,0.0,18.973665961010276
46694,-43.973895254713,15.0876,516956.4672697,2.53111,127294.0,878.85,4.03,3.4776,1.41,4.0,2.0,,,,,,,Swan Lagoon,3.26168768580867,0.0,0.0,0.0,0.164447476,89.40758541,7.415858771,0.0,0.0,0.0,17.029386365926403
46695,-43.9577982269422,0.0,284833.7269613,1.74004,55159.0,893.34,0.0,3.56378,0.0,0.0,0.0,,,,,,, ,1.53203363038399,0.0,0.0,2.386532302,0.0,45.00312476,0.0,0.0,0.0,0.0,0.0
46696,-43.954409162385,15.1067,1072515.2719502,3.88519,195642.0,868.41,4.37,3.72956,1.96,4.0,2.0,34.303805288162,523.216106827137,571.87093676044,8.2004449576329,14.975249529434,, ,1.31646845530966,0.0,0.0,5.886438987,0.0,37.02163311,0.0,0.0,0.0,0.0,16.431676725154983
46699,-43.9402629817473,17.1698999999999,120334.0548866,1.04843,60004.6,876.54,4.71,3.98432,2.28,4.0,2.0,,,,,,, ,2.99457627282897,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.811388300841896
46700,-43.9442480193266,17.5437,481677.9589297,9.80793,573557.0,869.28,4.7,3.96401,2.08,4.0,2.0,2.39325871794888,578.420448123536,580.836987697865,11.7743532120065,47.512083969177,45.19568833333335,Forks Lagoon,2.57773193050696,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.0
46701,-43.9147914112903,17.6043999999999,236880.10835,7.20791,422970.0,998.97,4.8,4.1899,2.75,4.0,2.0,,,,,,,Fred's Tarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73644135332772
46723,-43.7296790003641,12.7464999999999,100624781.682703,241.764,10272200.0,-19.34,2.94,2.754,25.3,3.03,3.17,22.8707078005229,551.064105772172,561.264007147175,13.684547107724,22.8607360389411,6.83120333333333,Lake Moeraki,0.0,0.0,0.37658901,1.635656772,0.0,0.159453198,0.0,72.96521959399999,0.848631203,0.0,55.991070716677676
46724,-43.6963098661637,8.61811999999999,8072761.087402,31.3986,901990.0,15.26,2.85,2.50667,16.66,3.17,1.82,22.2078714554408,533.996815408722,555.445070914546,9.45950576553839,15.9339309634578,7.18380655079481,Lake Rasselas,0.0,0.0,0.0,2.062675508,0.0,0.0,0.0,97.93732449000001,0.0,0.0,31.464265445104548
46725,-43.7152847617803,18.4590999999999,83935940.405917,474.647,29205200.0,-1.68,2.89,2.5297,20.23,3.22,2.5,26.9498735957135,501.868995613319,552.949212979112,10.1287638844133,17.1274940023451,5.97131350083525,Lake Paringa,0.0,0.0,0.0,0.345567592,0.0,0.0,0.195060346,96.954382457,0.029821594,0.022995061,59.38013135721409
46727,-43.6987665017898,2.85203,104872.2460495,1.11556,10605.3,19.05,2.73,2.20808,12.09,3.46,1.37,,,,,,, ,0.0,0.0,85.31332707,0.0,0.0,0.0,0.0,14.68667293,0.0,0.0,20.248456731316587
46728,-43.694978202664,2.85905,1807917.6420726,2.7505,26212.8,17.37,2.76,2.23648,10.16,3.19,1.22,,,,,,, ,0.0,0.0,58.93931752,1.51714632,0.0,0.0,0.0,38.63957286,0.903963307,0.0,19.748417658131498
46736,-43.6805843231932,6.11804,608626.5787645,3.37427,68813.0,-35.88,2.78,2.2794,6.33,4.0,1.0,,,,,,, ,7.75637464837304e-05,0.134549600912201,70.29813202,0.112030005,0.0,0.0,2.004710827,18.80225313,8.782874022,0.0,21.908902300206645
46739,-43.6361721216625,11.0375999999999,11273500.8329018,1.24359,45754.2,12.93,2.97,2.53778,15.06,2.47,2.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.999999997,0.0,0.0,15.811388300841896
46742,-43.6055278093355,2.91962,386192.7820365,5.19063,50515.6,5.36,2.95,2.28163,1.11,3.96,1.03,4.3324245231027,491.442877827101,498.224121476713,5.91666139733199,22.9250089365633,7.10412233333333, ,0.0,0.0,0.0,85.43112719,0.0,0.0,0.0,14.56887281,0.0,0.0,21.447610589527216
46747,-43.6538529891325,2.86456,156757723.701079,1.21548,11606.0,14.72,2.83,2.14092,29.26,2.7,3.43,,,,,,, ,0.0267823488483868,0.134549600912201,1.05593694,0.766615508,0.0,0.440534045,0.0,47.083796146,14.26685304,0.0,18.439088914585774
46755,-43.6626999151116,17.3939999999999,109730.5798332,1.42313,82512.9,1035.19,4.48,4.46487,16.35,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142135623730951
46758,-43.6860801847249,26.0473,817983.6296317,9.45647,821052.0,1389.85,5.43,5.82285,28.2,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.850547017,0.0,22.80350850198276
46761,-43.6396708240092,9.44724,48798.6823647999,1.365,42984.9,360.39,3.21,2.6919,14.38,1.0,2.0,,,,,,5.42644104761904, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,19.235384061671343
46762,-43.6005582220094,2.91077,2476878.0134841,3.77377,36615.2,0.59,2.93,2.20288,0.37,1.32,1.41,,,,,,, ,0.0042424336881561,0.134549600912201,0.23979772,60.949560852,0.0,0.0,0.0,36.909870529,1.9007709,0.0,20.174241001832016
46763,-43.6027655724236,2.97514,1761846.252686,15.0106,148862.0,9.64,2.92,2.15939,0.35,0.94,0.94,,,,,,,Lake Kini,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24.49489742783178
46770,-43.5635093595387,11.9169,219913.5063311,2.17219,86285.9,91.15,3.12,2.31458,4.08,2.45,2.0,3.26775685560315,492.866748924077,497.154710687693,5.54661072106169,19.6247089650621,5.927255, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.708286933869708
46773,-43.6372772023145,26.2887999999999,477778.6428082,3.36725,295070.0,1201.1,4.85,4.89395,15.91,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.708286933869708
46774,-43.6402997150509,26.0592,610672.8562305,9.98559,867390.0,1193.7,4.86,4.90685,17.84,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
46775,-43.6398567713699,35.2794,2445452.11516,22.9441,2698190.0,1236.9,5.42,5.6947,30.45,3.0,4.0,,,,,,,Lake Rototekoiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.160475483,0.0,31.74901573277509
46792,-43.5244803503113,6.34832,700515.1315759,2.499,52881.5,14.98,3.26,2.25233,11.96,1.8,1.81,,,,,,, ,0.0887079475692552,0.133362325143147,4.186935423,1.256983654,0.0,0.0,0.0,87.7488875,6.807193422,0.0,21.6794833886788
46799,-43.4274664606988,6.81417,1355805.176734,10.3462,235002.0,6.07,3.52,2.49996,4.51,3.37,1.47,4.63075854585853,575.418354395462,578.43912074166,15.8593823762345,25.953800065314,18.54927, ,0.0,0.0,0.0,15.473432625000001,0.0,18.5495289,0.0,47.50792362,18.469114859999998,0.0,29.79932885150268
46809,-43.6121357912173,14.8278,228356.917779,1.94102,95936.7,1450.18,4.99,4.82605,29.45,1.31,1.75,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43190813,0.0,13.784048752090222
46820,-43.646481515091,24.751,7687880.7775474,4.78506,394783.0,1084.8,4.99,4.88061,35.71,2.12,2.83,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.84427023,0.0,22.58317958127243
46822,-43.5795793679398,16.3057,23417131.0506928,5.09881,277133.0,876.5,4.77,4.3555,31.52,1.37,1.83,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.06630283999999,0.0,22.80350850198276
46827,-43.5757250011302,19.2626999999999,1096318.1696422,3.45793,222030.0,875.78,4.76,4.30917,31.82,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76258557,0.0,20.493901531919196
46835,-43.699107386449,31.077,345059322.917505,208.585,21607300.0,739.28,3.84,3.17723,25.53,1.38,1.81,25.3385543792647,535.350352388735,558.26334631159,13.0150864501129,16.3604715638758,,Tasman Lake,0.0,0.0,0.0,0.410093596,0.0,2.123517511,0.0,0.030023876999999997,80.84002427,0.0,47.69696007084728
46841,-43.6777185593205,9.37068,145089063.689555,1.9338,60403.4,809.09,4.02,3.38507,25.87,1.04,1.36,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.145221001,0.0,0.004123995,93.63804174,0.0,16.431676725154983
46843,-43.6619601186523,17.1949,604502.3721906,2.09994,120361.0,742.35,4.06,3.42698,7.04,0.0,0.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,18.16590212458495
46848,-43.6605597793317,17.282,143602114.586219,9.01394,519262.0,797.33,4.15,3.52805,26.11,1.04,1.36,21.2633654147647,564.860748242162,570.339165609157,12.7414482710496,33.7764897259645,, ,0.0,0.0,0.0,0.0,0.0,0.146261193,0.0,0.0,93.62894346,0.0,23.45207879911715
46851,-43.6941840234652,14.1018,127371.1981527,1.03179,48500.1,2159.12,6.75,7.16773,28.27,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999900001,0.0,16.73320053068151
46860,-43.6536473739468,18.8143999999999,142444440.896879,3.82373,239804.0,799.45,4.23,3.617,26.25,1.04,1.37,17.1500417915094,503.713893380101,544.483167580813,3.67499765298925,16.4288458278896,9.54983666666667, ,0.0,0.0,0.0,0.0,0.0,0.14726661,0.0,0.0,93.58863606,0.0,21.213203435596427
46866,-43.6447797114751,17.3939999999999,47852.5110009,1.63336,94702.5,1972.3,6.56,6.82758,7.15,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,15.165750888103101
46868,-43.6117884018946,17.5322999999999,7978491.085068,15.1532,885001.0,1018.51,4.98,4.49956,28.91,1.25,1.59,5.34805388150146,485.027350861979,493.922914911604,8.84717095667065,34.6519515495915,, ,0.0,0.0,0.0,0.0,0.0,2.68e-05,0.0,0.0,85.27841763999999,0.0,27.748873851023216
46878,-43.6148062445343,17.9224,1981128.331773,1.03216,61662.4,1654.67,6.29,6.2951,29.77,1.32,1.77,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88333283,0.0,17.60681686165901
46879,-43.606839705312,17.282,556122.9467775,2.03998,117516.0,1017.25,4.94,4.41907,18.4,1.25,1.67,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03118862,0.0,17.60681686165901
46884,-43.599383985977,17.4316999999999,1251640.4533016,1.63544,95028.4,1059.3,5.01,4.55313,18.91,1.26,1.69,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.65509729,0.0,17.60681686165901
46885,-43.6037104542058,19.2626999999999,82963433.8813309,1.55678,99959.3,1035.45,5.37,5.04752,26.78,1.22,1.63,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.005142722,0.0,0.0,91.07419367,0.0,17.029386365926403
46893,-43.5943614661835,16.3231,2685355.3839432,3.93116,213895.0,1515.77,6.08,5.98916,35.51,1.9,2.53,4.04203040028135,488.96785533248,491.513464296645,8.86667097639828,26.0693914693155,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.18560994,0.0,17.320508075688775
46902,-43.5482499302542,16.7571,401836.805283,2.0006,111748.0,735.9,4.66,4.07508,31.65,2.85,3.81,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66994289,35.034938079,0.0,17.60681686165901
46912,-43.4534271579276,27.4128,2868601.6930352,2.97956,272260.0,1327.48,6.55,6.71682,33.46,1.26,1.68,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.65780928000001,0.0,18.439088914585774
46918,-43.4674312645822,27.6421999999999,7095186.748383,12.1603,1120460.0,1211.71,6.29,6.27948,33.95,1.58,2.11,4.86988351750749,484.922992441694,495.767858207951,6.74815357700223,32.7180295345564,,Lake Barrowman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95346346,0.0,26.49528259898354
46920,-43.4031515606212,36.9037999999999,288907.2479674,1.33828,164626.0,253.28,4.3,3.39442,27.23,2.77,3.27,,,,,,9.70150647619047,Lake Wombat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.029386365926403
46922,-43.3515214855044,25.6045,371230.2536012,5.69793,486309.0,84.07,4.11,2.96273,8.39,2.84,1.38,41.440940876238,485.060580185898,580.156289950561,11.2396811869758,24.7556768249692,30.17317,Lake Pratt,0.170615113727263,0.948780948780949,6.443777392,0.0,0.0,0.0,0.0,93.55622261,0.0,0.0,21.447610589527216
46926,-43.4204665176547,25.9631,10134380.552503,11.7512,1016990.0,1063.95,6.04,5.90901,31.61,1.24,1.66,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.71245411000001,0.0,27.2213151776324
46939,-43.3952610315255,27.6421999999999,3451008.7500814,1.0093,92997.6,1452.09,6.57,6.6775,25.4,0.22,0.3,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.05691106,0.0,16.1245154965971
46941,-43.359476129144,14.8928999999999,217095.2996138,1.63383,81107.8,619.68,4.27,3.32708,13.85,3.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.60681686165901
46942,-43.322857021509,2.83168,2195456.2060738,4.29206,40512.5,0.29,3.97,2.78034,0.69,1.47,0.79,,,,,,, ,0.0,0.0,1.329049354,34.368803758999995,0.0,0.0,1.027030693,58.601097506,4.674018683,0.0,20.97617696340303
46954,-43.2868564495598,24.0688,2054015.49606,57.1787,4587400.0,95.36,4.23,3.08538,6.56,2.86,1.92,27.6413559921634,487.281904127265,552.153632687201,12.4099761904251,25.4805926445775,5.515512524138455,Alpine Lake,0.0,0.0,0.0,6.485524019,0.0,0.0,0.0,93.51447598,0.0,0.0,37.469987990390386
46956,-43.2558173283635,11.2867,50963.7504693,1.49438,56222.0,111.61,4.16,2.9926,3.54,3.0,2.0,,,,,,5.34885726804568,Lake Miro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,21.908902300206645
46957,-43.2448574226726,11.0989,26923029.029434,84.3186,3119470.0,10.37,4.13,2.96336,7.97,2.12,1.99,31.7121805018231,485.715407902852,559.877323547235,5.56745230950557,27.9551007508978,11.845196,Three Mile Lagoon,0.0,0.0,0.0,3.905402682,0.0,0.0,0.0,95.950672084,0.143925234,0.0,37.94733192202055
46959,-43.3141315179621,40.4819,53975450.045805,889.672,120052000.0,52.28,4.14,2.98836,14.37,2.62,2.5,31.0784422667113,559.45819109691,568.752390964824,12.2116400775598,22.9366641267247,6.43187333333332,Lake Mapourika,0.167567698176705,0.948780948780949,10.88510592,0.063804301,0.032908018,0.0,0.0,75.26699027699999,1.733224617,0.02741369,70.9929573971954
46964,-43.2490229704553,24.558,93365761.032226,244.603,20023200.0,39.65,3.96,2.77662,22.49,2.66,2.98,28.2576846332195,552.121952607831,565.480359360616,14.4968895813425,13.4989818843962,16.6432926192057,Lake Wahapo,0.540350596398224,0.980775906637679,4.55517638,2.6285613789999998,1.219942104,1.565351421,0.858952361,49.610115912,7.845483264,0.0,55.31726674375732
46983,-43.2248351279734,5.49235,1892427.2612526,3.32393,60854.0,19.44,4.13,2.96672,6.39,1.93,1.91,,,,,,, ,0.0,0.0,0.0,4.785184404,0.0,0.0,4.721984363,89.99137252,0.0,0.501458711,17.60681686165901
46985,-43.2003544159944,2.99071,67057.0704378,1.03345,10302.5,-0.1,3.99,2.81031,0.01,2.71,3.57,,,,,,, ,8.78381369398349,0.994329931990597,0.0,0.0,0.0,65.2814347,0.104951115,34.30428458,0.309329602,0.0,18.16590212458495
46986,-43.1882024919773,2.83234,388899.4781264,1.07749,10172.8,0.64,3.94,2.75798,0.34,1.38,1.58,,,,,,, ,0.0,0.0,0.0,86.67395829,0.0,0.0,13.32604171,0.0,0.0,0.0,14.142135623730951
46988,-43.1801984505755,2.89132,191450.5329568,2.219,21386.1,0.65,3.92,2.75815,0.23,2.4,3.1,,,,,,, ,0.0,0.0,0.0,86.39611027,0.0,0.0,13.60388973,0.0,0.0,0.0,20.73644135332772
46992,-43.1537182308642,13.1595999999999,1673454.488011,31.4246,1378450.0,13.07,3.82,2.68002,3.19,0.94,1.79,3.57714297612075,579.468979876185,582.50748965198,13.2327956638691,50.33252022273,6.20469757142857, ,0.0,0.0,0.0,12.618421312,0.0,0.0,4.186230494,79.701548625,3.493799569,0.0,36.91882988394946
46994,-43.1392603184772,3.01874,347828.914802,1.11431,11212.7,15.53,3.64,2.51293,0.63,4.0,1.0,,,,,,, ,0.0,0.0,0.0,61.71540054,0.0,0.0,0.0,38.28459946,0.0,0.0,19.235384061671343
46997,-43.2370670332554,11.207,703238.5272167,1.27994,47814.5,51.13,3.51,2.25612,2.21,4.0,1.0,,,,,,, ,6.55532210697105,0.956854882884646,48.5571436,26.97903933,0.0,0.0,0.0,0.0,24.46381707,0.0,14.142135623730951
47019,-36.9807777468804,4.5217,157149.3757355,1.58694,23918.8,0.99,4.68,4.46845,0.44,4.0,4.0,,,,,,, ,0.033802628644718,0.0,5.538568254,0.0,0.0,0.0,0.0,0.0,0.0,94.46143175,13.416407864998739
47032,-36.9510632858012,2.93298,1802279.9878999,1.86931,18275.5,9.21,4.08,3.83192,1.95,3.4,3.11,,,,,,, ,0.0,0.0,0.056144743,0.0,2.085319675,0.0,0.0,0.420012381,0.0,97.438523204,17.029386365926403
47033,-36.9241804075272,8.61151,4761748.6277911,3.49782,100405.0,4.29,4.01,3.7501,3.32,3.4,3.68,13.250975467011,569.731657148068,574.424084840331,19.4556236267168,35.3502593647291,, ,0.0,0.0,0.0,0.0,2.110341343,0.0,0.0,2.735020272,0.0,95.15463839299998,18.16590212458495
47045,-44.6794993901907,23.148,835342.3411302,2.57818,198933.0,279.12,3.91,3.0784,4.81,3.0,2.27,,,,,,, ,0.0289479423256215,0.0,3.3558199369999997,0.019023642,1.700145395,0.0,0.0,25.299591481,0.0,69.62541954,17.60681686165901
47048,-44.6397822541854,10.4196,113320.2972559,1.14323,39706.5,277.85,4.12,3.27789,1.47,3.0,2.0,,,,,,, ,2.03522135489843,0.0,88.61762281,0.0,0.374995092,0.0,0.0,11.007382102000001,0.0,0.0,15.811388300841896
47065,-44.5225008071312,27.6421999999999,360147.2779268,4.31964,398014.0,1036.04,4.39,4.97869,20.49,4.0,4.0,21.6344048706522,566.92221414868,573.795295770167,16.6314830881836,27.2699380290042,,Lake Mantle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.748193675,0.0,20.248456731316587
47067,-44.5165517351403,26.7776999999999,476202981.182,528.54,47177000.0,-30.5,3.27,3.32044,26.23,3.16,3.78,27.141782123831,571.313391459528,575.371948321157,17.431614646173,36.6365457284226,7.85178333333333,Lake Alabaster,0.0,0.0,0.0,0.9265117519999999,0.0,1.010066639,0.0,52.455713876,9.653722565999999,0.0,79.81227975693966
47084,-43.1822691052892,9.00839,229117.2280926,1.21761,36562.3,33.38,3.4,2.14588,4.71,2.24,1.58,,,,,,, ,3.39078408181266,0.93698877777707,2.034554066,33.11272478,0.0,28.01013942,0.0,36.84258174,0.0,0.0,15.165750888103101
47090,-43.175004622775,12.9641,19130732.693996,14.5522,628855.0,36.46,3.38,2.13204,6.6,3.48,1.53,,,,,,24.8303047666667,White Heron Lagoon,4.35487751069582,0.942453545605333,32.6336605,10.629315058,0.652070487,0.5683207,0.000111419,55.514489775,0.002032066,0.0,29.086079144497972
47092,-43.1617372000146,12.0909999999999,355176.9161469,1.94116,78235.0,39.2,3.47,2.28019,10.96,1.0,2.0,,,,,,,Lake Darby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999799999,0.0,0.0,19.493588689617926
47094,-43.1594292467973,11.8656,1209584.2259355,2.1348,84435.4,40.06,3.47,2.28082,9.34,1.06,2.0,,,,,,,Lake Joan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999900001,0.0,0.0,17.029386365926403
47095,-43.1599529692041,22.0562,28034799.623128,143.317,10536800.0,33.9,3.4,2.19055,6.12,3.46,1.5,26.6552041040001,568.804530748157,575.110521092396,15.4226376060791,25.8202133298771,16.5808266666667,Lake Rotokino,3.78346449987275,0.941477974494965,24.54678284,9.557476342000001,0.490142024,6.552563276,8.38e-05,58.851424329000004,0.001527444,0.0,48.92851929090027
47096,-43.1328908363336,2.91962,111988.4633704,1.47581,14362.7,1.92,3.76,2.62375,0.47,4.0,1.0,,,,,,, ,2.71820889946301,0.93698877777707,23.82279333,8.738354119,0.0,0.0,61.56911817,5.869734379,0.0,0.0,16.1245154965971
47101,-43.1312389758161,3.17191,439278.9037546,1.61763,17103.2,10.03,3.61,2.44248,0.05,4.0,1.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,85.94977893,14.050221070000001,0.0,0.0,19.493588689617926
47104,-43.1237793513223,8.67481,188911.1891496,2.32748,67301.3,72.2,3.55,2.41927,4.91,2.15,2.0,,,,,,6.523344, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.491376746189438
47105,-43.1168440474555,13.4443,1192210.556296,2.01629,90358.8,68.87,3.57,2.46178,5.75,2.11,2.0,16.7484756902788,568.112147004778,573.489005243024,21.7738807166716,44.5025516340562,5.55583966666667, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.832396974191326
47106,-43.1192331136224,7.64456,315571.9709091,3.83077,97615.1,75.56,3.57,2.46178,1.19,2.6,2.0,10.6221153379233,573.839348298963,577.662067339702,17.9021777103695,35.6693647870981,5.876903166666665, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.60681686165901
47130,-44.06069384633,17.9636,474049.5755577,2.92614,175213.0,629.57,3.51,2.78338,5.34,3.8,2.78,,,,,,, ,1.38428097289976,0.0,0.0,9.621201354,0.0,61.17606868,28.94589196,0.0,0.256838,0.0,18.973665961010276
47131,-44.0586349005042,17.9636,526359.4740608,1.22506,73355.2,629.81,3.47,2.75642,5.33,3.82,2.88,,,,,,, ,1.30729152215989,0.0,0.0,10.71294745,0.0,59.67706984,29.37748021,0.0,0.232502494,0.0,13.416407864998739
47139,-44.087787698147,7.56474,100206.6705677,1.19756,30197.5,655.0,4.34,3.37515,0.64,4.0,4.0,,,,,,8.521963333333328, ,1.4363674214264,0.0,39.66024667,0.0,5.082611255,55.25714207,0.0,0.0,0.0,0.0,12.24744871391589
47143,-44.0151564257895,18.2750999999999,1437512312.59558,6.28499,382862.0,690.49,4.2,3.38077,18.6,2.9,2.93,24.0462716306406,553.456346349016,562.7797148486,15.0126625561325,23.1572652635855,13.137973017022,Scott Pond,0.404390958293696,0.0,2.469421969,1.01411831,0.43173255099999996,19.37488001,2.5416876609999997,1.201229024,42.993201287000005,0.09695133500000001,22.0
47156,-44.0149151120462,18.8143999999999,59914691.2219022,2.56841,161077.0,778.16,5.57,4.5982,20.22,3.19,3.72,,,,,,24.133467846231756, ,0.0975544183869307,0.0,0.0,0.0,0.0,22.0015395,0.393756462,0.58484256,21.248237855,0.0,17.320508075688775
47158,-44.001995280232,16.126,286556.7478756,3.35642,180418.0,778.94,5.67,4.62533,3.62,4.0,2.0,,,,,,46.6336, ,0.0,0.0,0.0,14.12353448,0.0,85.87646552,0.0,0.0,0.0,0.0,17.320508075688775
47161,-43.984479011933,12.2454,251336.8059257,1.54547,63082.9,772.81,5.95,4.83349,2.91,4.0,2.0,,,,,,, ,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.416407864998739
47162,-43.9871879266501,17.3273,671721.7359832,2.7105,156552.0,770.41,5.88,4.7888,3.64,4.0,2.0,,,,,,, ,0.0,0.0,32.74718899,5.668561358,0.0,61.58424965,0.0,0.0,0.0,0.0,17.88854381999832
